unique_id, lat, lng, name_fr, name_en, repo_url_address, raw_files_url_address, api_key_required
f56d2dcd2cd6c64f16bb421707954375b74149bf2cbdfb05a8eafee88bd23c12, 48.637862, -2.008034, "InterHop", "InterHop", https://framagit.org/interhop/linkr/LinkR-content, https://framagit.org/interhop/linkr/LinkR-content/-/raw/main, FALSE
