id,drug_concept_id,ingredient_concept_id,amount_value,amount_unit_concept_id,numerator_value,numerator_unit_concept_id,denominator_value,denominator_unit_concept_id,box_size,valid_start_date,valid_end_date,invalid_reason
89139,19131082,19007572,NA,NA,2.9,8576,NA,8587,NA,1970-01-01,2099-12-31,NA
89140,19131082,19036781,NA,NA,0.004,9551,NA,8587,NA,1970-01-01,2099-12-31,NA
89141,19131082,19052489,NA,NA,10.4,8576,NA,8587,NA,1970-01-01,2099-12-31,NA
89142,19131082,1560524,NA,NA,150,8576,NA,8587,NA,1970-01-01,2099-12-31,NA
89143,19131082,962398,NA,NA,5.1499999999999995,8576,NA,8587,NA,1970-01-01,2099-12-31,NA
89144,19131082,19069149,NA,NA,2.4,8576,NA,8587,NA,1970-01-01,2099-12-31,NA
89145,19131082,19076714,NA,NA,2.61,8576,NA,8587,NA,1970-01-01,2099-12-31,NA
89146,19131082,19077884,NA,NA,3.4,8576,NA,8587,NA,1970-01-01,2099-12-31,NA
89147,19131082,19082306,NA,NA,3,8576,NA,8587,NA,1970-01-01,2099-12-31,NA
89148,19131082,19088571,NA,NA,3.65,8576,NA,8587,NA,1970-01-01,2099-12-31,NA
89149,19131082,19092377,NA,NA,2.9,8576,NA,8587,NA,1970-01-01,2099-12-31,NA
89150,19131082,19092849,NA,NA,0.01,9551,NA,8587,NA,1970-01-01,2099-12-31,NA
89151,19131082,19004724,NA,NA,2,8576,NA,8587,NA,1970-01-01,2099-12-31,NA
89152,19131082,19035577,NA,NA,2.8,8576,NA,8587,NA,1970-01-01,2099-12-31,NA
89153,19131082,19052736,NA,NA,3.4,8576,NA,8587,NA,1970-01-01,2099-12-31,NA
89154,19131082,19066774,NA,NA,2.5,8576,NA,8587,NA,1970-01-01,2099-12-31,NA
89155,19131082,967823,NA,NA,0.01,9551,NA,8587,NA,1970-01-01,2099-12-31,NA
89376,19131111,1154343,NA,NA,0.09,8576,NA,45744809,NA,1970-01-01,2099-12-31,NA
89387,19131118,19077884,NA,NA,0.027,9551,NA,8587,NA,1970-01-01,2099-12-31,NA
89388,19131118,19078092,NA,NA,5.02,8576,NA,8587,NA,1970-01-01,2099-12-31,NA
89389,19131118,19092849,NA,NA,0.00148,9551,NA,8587,NA,1970-01-01,2099-12-31,NA
89390,19131118,19049105,NA,NA,0.00497,9551,NA,8587,NA,1970-01-01,2099-12-31,NA
89391,19131118,967823,NA,NA,0.0899,9551,NA,8587,NA,1970-01-01,2099-12-31,NA
91605,19133257,958999,NA,NA,65,8576,NA,8587,NA,1970-01-01,2099-12-31,NA
91675,778765,778711,10,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
91853,19133365,923829,NA,NA,100,8576,NA,8587,NA,1970-01-01,2099-12-31,NA
91875,19133435,1112807,325,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
92255,19133621,1328165,90,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
92256,19133622,1328165,60,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
92779,1328689,1328165,30,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
92809,1309992,1309944,200,8576,NA,NA,NA,NA,NA,2009-03-01,2099-12-31,NA
92894,1790982,1790812,NA,NA,1.2,8576,NA,8587,NA,1970-01-01,2099-12-31,NA
92958,19017745,19017742,40,8576,NA,NA,NA,NA,NA,2009-03-01,2099-12-31,NA
92987,1309999,1309944,200,8576,NA,NA,NA,NA,NA,2009-03-01,2099-12-31,NA
93016,19134036,19033354,NA,NA,0.42000000000000004,8576,NA,8576,NA,1970-01-01,2099-12-31,NA
93048,19134047,1103314,50,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
93129,1113076,1112921,NA,NA,0.2,8576,NA,8587,NA,1970-01-01,2099-12-31,NA
93717,968984,19011035,NA,NA,0.028,9551,NA,8587,NA,1970-01-01,2099-12-31,NA
93718,968984,19036781,NA,NA,0.0014,9551,NA,8587,NA,1970-01-01,2099-12-31,NA
93719,968984,1560524,NA,NA,50,8576,NA,8587,NA,1970-01-01,2099-12-31,NA
93720,968984,19049105,NA,NA,0.024,9551,NA,8587,NA,1970-01-01,2099-12-31,NA
93721,968984,967823,NA,NA,0.10300000000000001,9551,NA,8587,NA,1970-01-01,2099-12-31,NA
93722,968985,19011035,NA,NA,0.028,9551,NA,8587,NA,1970-01-01,2099-12-31,NA
93723,968985,19036781,NA,NA,0.001,9551,NA,8587,NA,1970-01-01,2099-12-31,NA
93724,968985,1560524,NA,NA,50,8576,NA,8587,NA,1970-01-01,2099-12-31,NA
93725,968985,19049105,NA,NA,0.004,9551,NA,8587,NA,1970-01-01,2099-12-31,NA
93726,968985,967823,NA,NA,0.10300000000000001,9551,NA,8587,NA,1970-01-01,2099-12-31,NA
93735,19135374,19011035,NA,NA,0.028,9551,NA,8587,NA,1970-01-01,2099-12-31,NA
93736,19135374,19036781,NA,NA,0.0014,9551,NA,8587,NA,1970-01-01,2099-12-31,NA
93737,19135374,19049105,NA,NA,0.004,9551,NA,8587,NA,1970-01-01,2099-12-31,NA
93738,19135374,967823,NA,NA,0.10300000000000001,9551,NA,8587,NA,1970-01-01,2099-12-31,NA
94030,19087102,19087090,NA,NA,10,8576,NA,8587,NA,1970-01-01,2099-12-31,NA
94033,19087105,19087090,100,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
94127,19135631,1836430,800,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
94128,19135631,1705674,160,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
94444,40161873,1360421,324,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
94657,40163500,744740,5,8576,NA,NA,NA,NA,NA,2009-01-04,2099-12-31,NA
94753,40163667,40163661,NA,NA,0.05,8576,NA,8587,NA,2009-08-02,2099-12-31,NA
94754,40163667,40163668,NA,NA,0.05,8576,NA,8587,NA,2009-08-02,2099-12-31,NA
94755,40163667,40163670,NA,NA,0.05,8576,NA,8587,NA,2009-08-02,2099-12-31,NA
94756,40163667,40163672,NA,NA,0.05,8576,NA,8587,NA,2009-08-02,2099-12-31,NA
94757,40163667,40163674,NA,NA,0.05,8576,NA,8587,NA,2009-08-02,2099-12-31,NA
94758,40163667,40163676,NA,NA,0.05,8576,NA,8587,NA,2009-08-02,2099-12-31,NA
94759,40163667,40163678,NA,NA,0.05,8576,NA,8587,NA,2009-08-02,2099-12-31,NA
94760,40163667,40163680,NA,NA,0.05,8576,NA,8587,NA,2009-08-02,2099-12-31,NA
94761,40163667,40163682,NA,NA,0.05,8576,NA,8587,NA,2009-08-02,2099-12-31,NA
94762,40163667,40163684,NA,NA,0.05,8576,NA,8587,NA,2009-08-02,2099-12-31,NA
94763,40163667,40163686,NA,NA,0.05,8576,NA,8587,NA,2009-08-02,2099-12-31,NA
94764,40163667,40163688,NA,NA,0.05,8576,NA,8587,NA,2009-08-02,2099-12-31,NA
94765,40163667,40163690,NA,NA,0.05,8576,NA,8587,NA,2009-08-02,2099-12-31,NA
94766,40163667,40163692,NA,NA,0.05,8576,NA,8587,NA,2009-08-02,2099-12-31,NA
94767,40163667,40163694,NA,NA,0.05,8576,NA,8587,NA,2009-08-02,2099-12-31,NA
94768,40163667,40163696,NA,NA,0.05,8576,NA,8587,NA,2009-08-02,2099-12-31,NA
94769,40163667,40163698,NA,NA,0.05,8576,NA,8587,NA,2009-08-02,2099-12-31,NA
94770,40163667,40163700,NA,NA,0.05,8576,NA,8587,NA,2009-08-02,2099-12-31,NA
94771,40163667,40163702,NA,NA,0.05,8576,NA,8587,NA,2009-08-02,2099-12-31,NA
94772,40163667,40163704,NA,NA,0.05,8576,NA,8587,NA,2009-08-02,2099-12-31,NA
94773,40163667,40163706,NA,NA,0.05,8576,NA,8587,NA,2009-08-02,2099-12-31,NA
94774,40163667,40163708,NA,NA,0.05,8576,NA,8587,NA,2009-08-02,2099-12-31,NA
94775,40163667,40163710,NA,NA,0.05,8576,NA,8587,NA,2009-08-02,2099-12-31,NA
94839,40163511,1310149,1,8576,NA,NA,NA,NA,NA,2009-08-02,2099-12-31,NA
94851,40163525,1310149,2,8576,NA,NA,NA,NA,NA,2009-08-02,2099-12-31,NA
94859,40163535,1310149,2.5,8576,NA,NA,NA,NA,NA,2009-08-02,2099-12-31,NA
94876,40163555,1310149,5,8576,NA,NA,NA,NA,NA,2009-08-02,2099-12-31,NA
94944,40163721,40163718,10,8576,NA,NA,NA,NA,NA,2009-08-02,2099-12-31,NA
94992,40163460,703547,100,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
94995,40163473,703547,50,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
95023,40163312,1353766,10,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
95039,40163342,1353766,40,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
95106,40163818,1735947,550,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
95167,40162672,710062,10,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
95218,40162729,710062,50,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
95253,40162494,1125315,500,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
95254,40162494,1174888,5,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
95333,40162515,1125315,325,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
95334,40162515,1174888,5,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
96041,40164492,1101554,0.6,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
96150,40165335,988095,300,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
96153,40165331,988095,250,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
96220,40165762,1341927,10,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
96498,40163900,1154343,NA,NA,0.09,8576,NA,45744809,NA,1970-01-01,2099-12-31,NA
96731,40165262,1510813,5,8576,NA,NA,NA,NA,NA,2009-09-06,2099-12-31,NA
96732,40165389,19012598,NA,NA,1,8576,NA,8587,NA,1970-01-01,2099-12-31,NA
96739,40165253,1510813,20,8576,NA,NA,NA,NA,NA,2009-09-06,2099-12-31,NA
96741,40165254,1510813,20,8576,NA,NA,NA,NA,NA,2009-09-06,2099-12-31,NA
97452,40164929,1503297,500,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
97454,40164946,1503297,850,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
97533,40164135,915542,NA,NA,1.5,8576,NA,8587,NA,2009-09-06,2099-12-31,NA
97545,40166052,952004,800,8576,NA,NA,NA,NA,NA,2007-12-30,2099-12-31,NA
97549,40164955,19018013,100,8576,NA,NA,NA,NA,NA,2016-05-02,2099-12-31,NA
97576,40164505,998415,NA,NA,5e-4,8576,NA,8576,NA,1970-01-01,2099-12-31,NA
97591,40164516,998415,NA,NA,0.5,8576,NA,8587,NA,1970-01-01,2099-12-31,NA
97671,40164020,990760,5000,8510,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
97672,40164020,919204,27000,8510,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
97673,40164020,931973,17000,8510,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
97902,40166540,924566,0.4,8576,NA,NA,NA,NA,NA,2009-10-04,2099-12-31,NA
97966,40166468,1300153,NA,NA,22.5,8576,NA,8587,NA,1970-01-01,2099-12-31,NA
98009,40166320,1103640,10,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
98014,40166326,1103640,NA,NA,10,8576,NA,8587,NA,1970-01-01,2099-12-31,NA
98017,40166362,1103640,5,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
98067,40166274,1550023,NA,NA,100,8510,NA,8587,NA,1970-01-01,2099-12-31,NA
98124,40167224,915981,500,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
98132,40167431,733301,10,8576,NA,NA,NA,NA,NA,2009-11-01,2099-12-31,NA
98141,40167443,733301,5,8576,NA,NA,NA,NA,NA,2009-11-01,2099-12-31,NA
98158,40167553,929887,30,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
98233,40167218,1307046,50,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
98249,40167213,1307046,25,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
98547,40167259,986417,17000,8576,NA,NA,NA,NA,NA,2016-05-02,2099-12-31,NA
98548,40167261,986417,17000,8576,NA,NA,NA,NA,NA,2016-05-02,2099-12-31,NA
98873,40168654,1398937,0.1,8576,NA,NA,NA,NA,NA,2010-01-03,2099-12-31,NA
98877,40168664,1398937,0.2,8576,NA,NA,NA,NA,NA,2010-01-03,2099-12-31,NA
98958,40168828,753626,NA,NA,10,8576,NA,8587,NA,1970-01-01,2099-12-31,NA
99052,40168991,948078,40,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
99055,40168770,901656,3,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
99421,40169924,1110410,15,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
99424,40169988,1110410,30,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
99459,40169766,1501700,0.1,8576,NA,NA,NA,NA,NA,2010-01-31,2099-12-31,NA
99586,40169929,1110410,15,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
99589,40169944,1110410,NA,NA,2,8576,NA,8587,NA,1970-01-01,2099-12-31,NA
99631,40169993,1110410,30,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
100137,40169683,1386957,100,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
100140,40169689,1386957,200,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
100146,40169706,1386957,NA,NA,5,8576,NA,8587,NA,1970-01-01,2099-12-31,NA
100380,40171884,1307863,240,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
100388,40171852,1307863,120,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
100397,40171917,1307863,80,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
100406,40173098,1126658,2,8576,NA,NA,NA,NA,NA,2010-02-28,2099-12-31,NA
100408,40173099,1126658,2,8576,NA,NA,NA,NA,NA,2010-02-28,2099-12-31,NA
100413,40173132,1126658,4,8576,NA,NA,NA,NA,NA,2010-02-28,2099-12-31,NA
100424,40171905,1307863,40,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
101476,40175390,1551860,10,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
101485,40175394,1551860,20,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
101671,40174765,1373928,10,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
101695,40174811,1373928,25,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
101797,40174825,1373928,50,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
101850,40174971,1501700,0.112,8576,NA,NA,NA,NA,NA,2010-01-31,2099-12-31,NA
101951,40175182,1501700,0.025,8576,NA,NA,NA,NA,NA,2010-01-31,2099-12-31,NA
101964,40174888,1501700,0.07500000000000001,8576,NA,NA,NA,NA,NA,2010-01-31,2099-12-31,NA
101978,40174979,1501700,0.112,8576,NA,NA,NA,NA,NA,2010-01-31,2099-12-31,NA
101984,40175009,1501700,0.125,8576,NA,NA,NA,NA,NA,2010-01-31,2099-12-31,NA
101998,40175084,1501700,0.17500000000000002,8576,NA,NA,NA,NA,NA,2010-01-31,2099-12-31,NA
102013,40175174,1501700,0.025,8576,NA,NA,NA,NA,NA,2010-01-31,2099-12-31,NA
102015,40174880,1501700,0.07500000000000001,8576,NA,NA,NA,NA,NA,2010-01-31,2099-12-31,NA
102016,40175001,1501700,0.125,8576,NA,NA,NA,NA,NA,2010-01-31,2099-12-31,NA
102038,40175218,1501700,0.05,8576,NA,NA,NA,NA,NA,2010-01-31,2099-12-31,NA
102041,40174947,1501700,0.1,8576,NA,NA,NA,NA,NA,2010-01-31,2099-12-31,NA
102043,40174907,1501700,0.088,8576,NA,NA,NA,NA,NA,2010-01-31,2099-12-31,NA
102063,40174914,1501700,0.088,8576,NA,NA,NA,NA,NA,2010-01-31,2099-12-31,NA
102359,40175291,986417,236000,8576,NA,NA,NA,NA,NA,2016-05-02,2099-12-31,NA
102360,40175291,939506,6740,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
102361,40175291,939976,22740,8576,NA,NA,NA,NA,NA,2010-09-05,2099-12-31,NA
102362,40175291,19049105,2970,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
102363,40175291,967823,5860,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
102439,40175780,1717240,50,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
102814,40184712,991876,NA,NA,0.2,8576,NA,8587,NA,1970-01-01,2099-12-31,NA
102837,40184727,991876,2,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
102953,40184084,1777087,200,8576,NA,NA,NA,NA,NA,2010-06-06,2099-12-31,NA
103039,40185280,1367500,25,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
103045,40185304,1367500,50,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
103047,40185305,1367500,50,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
103360,40180875,1741309,NA,NA,10,8576,NA,8587,NA,1970-01-01,2099-12-31,NA
103574,40222930,1308368,5,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
103613,40222060,750982,100,8576,NA,NA,NA,NA,NA,2010-07-04,2099-12-31,NA
103615,40222092,750982,75,8576,NA,NA,NA,NA,NA,2010-07-04,2099-12-31,NA
103641,40221904,1125315,300,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
103642,40221904,1201620,30,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
104073,40222943,911064,NA,NA,0.125,8576,NA,8576,NA,1970-01-01,2099-12-31,NA
104074,40222943,927478,NA,NA,0.01,8576,NA,8576,NA,2009-01-04,2099-12-31,NA
104075,40222943,908523,NA,NA,0.466,8576,NA,8576,NA,1970-01-01,2099-12-31,NA
104095,40222636,777221,10,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
104122,40222663,777221,25,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
104284,40222779,994341,12.5,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
104408,40221700,1201620,NA,NA,2,8576,NA,8587,NA,1970-01-01,2099-12-31,NA
104409,40221700,1163944,NA,NA,20,8576,NA,8587,NA,1970-01-01,2099-12-31,NA
104798,40221822,1119510,NA,NA,2,8576,NA,8587,NA,2010-07-04,2099-12-31,NA
104799,40221822,1163944,NA,NA,20,8576,NA,8587,NA,1970-01-01,2099-12-31,NA
105179,40223779,715997,5,8576,NA,NA,NA,NA,NA,2010-08-01,2099-12-31,NA
105227,40223834,1153428,60,8576,NA,NA,NA,NA,NA,2010-08-01,2099-12-31,NA
105381,40223901,907879,NA,NA,0.02,8576,NA,8576,NA,1970-01-01,2099-12-31,NA
105390,40223907,907879,NA,NA,0.02,8576,NA,8576,NA,1970-01-01,2099-12-31,NA
105403,40223936,907879,NA,NA,20,8576,NA,8587,NA,1970-01-01,2099-12-31,NA
105423,40223953,907879,NA,NA,20,8576,NA,8587,NA,1970-01-01,2099-12-31,NA
132914,40243203,1154343,NA,NA,12,8576,120,45744809,NA,1970-01-01,2099-12-31,NA
132915,40243203,1112921,NA,NA,2.4,8576,120,45744809,NA,1970-01-01,2099-12-31,NA
133160,1154615,1154343,NA,NA,18,8576,200,45744809,NA,1970-01-01,2099-12-31,NA
133198,1113078,1154343,NA,NA,18,8576,200,45744809,NA,1970-01-01,2099-12-31,NA
133199,1113078,1112921,NA,NA,3.6,8576,200,45744809,NA,1970-01-01,2099-12-31,NA
133200,1113079,1112921,NA,NA,3.4,8576,200,45744809,NA,1970-01-01,2099-12-31,NA
133218,40166838,1137529,NA,NA,1.4,8576,28,45744809,NA,1970-01-01,2099-12-31,NA
133227,40169231,1149380,NA,NA,13.2,8576,120,45744809,NA,1970-01-01,2099-12-31,NA
133248,40169243,1137529,NA,NA,0.7,8576,14,45744809,NA,1970-01-01,2099-12-31,NA
133249,40169243,1149380,NA,NA,1.4,8576,14,45744809,NA,1970-01-01,2099-12-31,NA
133260,40169245,1137529,NA,NA,0.7,8576,14,45744809,NA,1970-01-01,2099-12-31,NA
133261,40169245,1149380,NA,NA,3.5,8576,14,45744809,NA,1970-01-01,2099-12-31,NA
133362,45892526,1636780,NA,NA,50,8576,5000,8576,NA,1970-01-01,2099-12-31,NA
133592,40237527,745466,NA,NA,250,8576,24,8505,NA,2011-05-01,2099-12-31,NA
133594,40237529,745466,NA,NA,500,8576,24,8505,NA,2011-05-01,2099-12-31,NA
134336,19019306,718583,NA,NA,13.992,8576,24,8505,NA,1970-01-01,2099-12-31,NA
134337,19019307,718583,NA,NA,21,8576,24,8505,NA,1970-01-01,2099-12-31,NA
134338,19019308,718583,NA,NA,7.008,8576,24,8505,NA,1970-01-01,2099-12-31,NA
134341,19019333,1318853,NA,NA,90,8576,24,8505,NA,1970-01-01,2099-12-31,NA
134354,793238,902427,NA,NA,5,8576,12,8505,NA,1970-01-01,2099-12-31,NA
134655,1154062,1154029,NA,NA,1.8,8576,72,8505,NA,1970-01-01,2099-12-31,NA
134656,1154063,1154029,NA,NA,3.6,8576,72,8505,NA,1970-01-01,2099-12-31,NA
134774,19077637,1560171,NA,NA,2.5,8576,24,8505,NA,1970-01-01,2099-12-31,NA
134793,19080793,1560171,NA,NA,10,8576,24,8505,NA,1970-01-01,2099-12-31,NA
134794,19082350,1383815,NA,NA,30,8576,24,8505,NA,1970-01-01,2099-12-31,NA
134796,718754,718583,NA,NA,13.992,8576,24,8505,NA,1970-01-01,2099-12-31,NA
134799,966010,965748,NA,NA,1.0008,8576,72,8505,NA,1970-01-01,2099-12-31,NA
134800,1383869,1383815,NA,NA,60,8576,24,8505,NA,1970-01-01,2099-12-31,NA
134866,19102399,1353776,NA,NA,2.5,8576,24,8505,NA,1970-01-01,2099-12-31,NA
135054,19121195,1154029,NA,NA,0.8640000000000001,8576,72,8505,NA,1970-01-01,2099-12-31,NA
135252,19133566,1328165,NA,NA,240,8576,24,8505,NA,1970-01-01,2099-12-31,NA
135254,19133570,1328165,NA,NA,180,8576,24,8505,NA,1970-01-01,2099-12-31,NA
135256,19133574,1328165,NA,NA,120,8576,24,8505,NA,1970-01-01,2099-12-31,NA
135356,40162439,1353766,NA,NA,80,8576,24,8505,NA,1970-01-01,2099-12-31,NA
135419,40163924,1503297,NA,NA,500,8576,24,8505,NA,1970-01-01,2099-12-31,NA
135451,40163907,719311,NA,NA,2.5,8576,24,8505,NA,1970-01-01,2099-12-31,NA
135452,40163907,714785,NA,NA,2.5,8576,24,8505,NA,1970-01-01,2099-12-31,NA
135493,40166824,1307046,NA,NA,100,8576,24,8505,NA,1970-01-01,2099-12-31,NA
135494,40166825,1307046,NA,NA,100,8576,24,8505,NA,1970-01-01,2099-12-31,NA
135497,40166828,1307046,NA,NA,25,8576,24,8505,NA,1970-01-01,2099-12-31,NA
135499,40166830,1307046,NA,NA,50,8576,24,8505,NA,1970-01-01,2099-12-31,NA
135514,40167801,1318853,NA,NA,30,8576,24,8505,NA,1970-01-01,2099-12-31,NA
135524,40169327,1163944,NA,NA,600,8576,12,8505,NA,1970-01-01,2099-12-31,NA
135721,40221859,750982,NA,NA,150,8576,12,8505,NA,2010-07-04,2099-12-31,NA
135726,40221871,750982,NA,NA,150,8576,24,8505,NA,2010-07-04,2099-12-31,NA
135771,40223154,1398937,NA,NA,1.39944,8576,168,8505,NA,2010-01-03,2099-12-31,NA
135773,40223156,1398937,NA,NA,2.1,8576,168,8505,NA,2010-01-03,2099-12-31,NA
135811,40224127,40225028,NA,NA,0.015,8576,0.5,8587,NA,2010-09-05,2099-12-31,NA
135812,40224127,40164828,NA,NA,0.015,8576,0.5,8587,NA,2009-09-06,2099-12-31,NA
135813,40224127,40166605,NA,NA,0.015,8576,0.5,8587,NA,2009-10-04,2099-12-31,NA
135840,40225811,989878,NA,NA,100,8576,5,8587,NA,1970-01-01,2099-12-31,NA
135868,40229093,1125315,NA,NA,1000,8576,100,8587,NA,1970-01-01,2099-12-31,NA
135869,19003514,1326303,NA,NA,0.5,8576,2,8587,NA,1970-01-01,2099-12-31,NA
135956,40240355,40225028,NA,NA,0.015,8576,0.5,8587,NA,2010-09-05,2099-12-31,NA
135957,40240355,40164828,NA,NA,0.015,8576,0.5,8587,NA,2009-09-06,2099-12-31,NA
135958,40240355,40166605,NA,NA,0.015,8576,0.5,8587,NA,2009-10-04,2099-12-31,NA
135991,40243198,914335,NA,NA,1,8576,10,8587,NA,1970-01-01,2099-12-31,NA
136013,40243206,1114220,NA,NA,2,8576,2,8587,NA,1970-01-01,2099-12-31,NA
136029,42707287,1135766,NA,NA,10,8576,1,8587,NA,1970-01-01,2099-12-31,NA
136040,42707994,1102527,NA,NA,25,8576,1,8587,NA,1970-01-01,2099-12-31,NA
136185,42873647,42873961,NA,NA,0.015,8576,0.5,8587,NA,2012-09-04,2099-12-31,NA
136186,42873647,42873956,NA,NA,0.015,8576,0.5,8587,NA,2012-09-04,2099-12-31,NA
136187,42873647,40166605,NA,NA,0.015,8576,0.5,8587,NA,2009-10-04,2099-12-31,NA
136260,43011897,1367571,NA,NA,500,8510,5,8587,NA,2009-05-31,2099-12-31,NA
136287,43526962,43526717,NA,NA,4320,8576,20,8587,NA,2016-05-02,2099-12-31,NA
136330,43532878,42873956,NA,NA,0.015,8576,0.5,8587,NA,2012-09-04,2099-12-31,NA
136331,43532878,43531944,NA,NA,0.015,8576,0.5,8587,NA,2013-07-01,2099-12-31,NA
136332,43532878,40166605,NA,NA,0.015,8576,0.5,8587,NA,2009-10-04,2099-12-31,NA
136468,45775137,42873956,NA,NA,0.015,8576,0.5,8587,NA,2012-09-04,2099-12-31,NA
136469,45775137,43531944,NA,NA,0.015,8576,0.5,8587,NA,2013-07-01,2099-12-31,NA
136470,45775137,40164828,NA,NA,0.015,8576,0.5,8587,NA,2009-09-06,2099-12-31,NA
136471,45775137,40166605,NA,NA,0.015,8576,0.5,8587,NA,2009-10-04,2099-12-31,NA
136629,46221574,1304850,NA,NA,0.48000000000000004,8576,0.8,8587,NA,1970-01-01,2099-12-31,NA
136658,46234511,1304850,NA,NA,0.48000000000000004,8576,1.6,8587,NA,1970-01-01,2099-12-31,NA
136729,46275601,1305058,NA,NA,1000,8576,40,8587,NA,1970-01-01,2099-12-31,NA
136826,46275242,528323,NA,NA,0.005,8576,0.5,8587,NA,1970-01-01,2099-12-31,NA
136850,46275280,19093848,NA,NA,2000,8576,50,8587,NA,1970-01-01,2099-12-31,NA
136851,46275282,19093848,NA,NA,4000,8576,100,8587,NA,1970-01-01,2099-12-31,NA
136878,46275349,40163661,NA,NA,0.025,8576,0.5,8587,NA,2009-08-02,2099-12-31,NA
136879,46275349,40163668,NA,NA,0.025,8576,0.5,8587,NA,2009-08-02,2099-12-31,NA
136880,46275349,40163670,NA,NA,0.025,8576,0.5,8587,NA,2009-08-02,2099-12-31,NA
136881,46275349,40163672,NA,NA,0.025,8576,0.5,8587,NA,2009-08-02,2099-12-31,NA
