id,unique_id,name,api_key,repo_url_address,raw_files_url_address,creator_id,datetime,deleted
1,f56d2dcd2cd6c64f16bb421707954375b74149bf2cbdfb05a8eafee88bd23c12,InterHop,NA,https://framagit.org/interhop/linkr/LinkR-content,https://framagit.org/interhop/linkr/LinkR-content/-/raw/main,1,2023-10-15 22:45:04,0
