id,name,dataset_id,patient_lvl_tab_group_id,aggregated_tab_group_id,creator_id,creation_datetime,update_datetime,deleted
1,Gestion de la mortalité,2,1,1,1,2023-10-20 19:57:10,2023-10-20 19:57:22,0
